Image,PSNR_Noisy,SSIM_Noisy,PSNR_DnCNN,SSIM_DnCNN,PSNR_Final,SSIM_Final
Nikon_015_LR4.png,24.638128344123945,0.4960874,35.13267028764949,0.9108545,32.88449607038733,0.9213164
Nikon_190_LR4.png,19.22888502129224,0.29431513,30.958634984657664,0.8718942,30.043507588407138,0.8838747
